Location,Street_code,Box_code,Area,Municipality,Province,Country,Lat,Lon
Silwerkrans,2839,2839,Madikwe,Bojanala Platinum,North West,South Africa,-25.5004536,26.6258551
Madikwe,2840,2840,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Holfontein,-------,2841,Madikwe,Bojanala Platinum,North West,South Africa,-26.4,25.8666667
Mabaalstad,-------,2841,Madikwe,Bojanala Platinum,North West,South Africa,-25.833333,26.616667
Bamaaka,-------,2842,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Siga,-------,2842,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Bamare a Phogole,-------,2843,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Bamare-a-phogole,-------,2843,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Uitkyk,-------,2843,Madikwe,Bojanala Platinum,North West,South Africa,-25.2080348,26.4370933
Brakuil,2844,2844,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Sesobe,-------,2844,Madikwe,Bojanala Platinum,North West,South Africa,-25.0373815,26.4326673
Gasefanyetso,2845,2845,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Moubane,-------,2845,Madikwe,Bojanala Platinum,North West,South Africa,-25.2921844,26.6405956
Kayakulu,2846,2846,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Manamela,2847,2847,Madikwe,Bojanala Platinum,North West,South Africa,-25.1713614,26.6774426
Koffiekraal,-------,2848,Madikwe,Bojanala Platinum,North West,South Africa,-25.2794442,26.4223398
Mokgatla,2848,2848,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Mokgatlha,2848,2848,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Kalafi,2849,2849,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Lethlakeng,-------,2849,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Letlhakeng,-------,2849,Madikwe,Bojanala Platinum,North West,South Africa,-25.145856,26.7172305
Groot-Marico,-------,2850,Groot-Marico,Central,North West,South Africa,-25.5811737,26.4075854
Skuinsdrif,-------,2851,Zeerust,Central,North West,South Africa,-25.5333333,26.0833333
Pitse di Sule Jang,-------,2852,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Pitse-di-sule Jang,-------,2852,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Silkaatskop,-------,2852,Madikwe,Bojanala Platinum,North West,South Africa,-25.033333,26.416667
Mokgaotsistat,2854,2854,Madikwe,Bojanala Platinum,North West,South Africa,-25.3957311,26.5727815
Basebo,-------,2855,Mafikeng,Central,North West,South Africa,57.47752029999999,15.9631902
Dwarsberg,-------,2857,Mafikeng,Central,North West,South Africa,-25.8660401,25.7220148
Mmankaipaya,-------,2858,Mafikeng,Bojanala Platinum,North West,South Africa,-25.855978,25.64031
Dekameelkuil,-------,2859,Dekameelkuil,Bojanala Platinum,North West,South Africa,-26.6638599,25.2837585
Thandabantu,-------,2860,Thandabantu,Bojanala Platinum,North West,South Africa,-26.6638599,25.2837585
Springbokpan,-------,2861,Springbokpan,Central,North West,South Africa,-26.116667,25.783333
Marapallo,-------,2862,Marapallo,Bojanala Platinum,North West,South Africa,-25.4666667,26.5811111
Henryville,2865,2865,Zeerust,Central,North West,South Africa,-25.55483,26.0933299
Ikageleng,2865,-------,Zeerust,Central,North West,South Africa,-25.5616748,26.1019667
Olienhout Park,2865,2865,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Olienhoutpark,2865,2865,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Sharimapark,-------,2865,Zeerust,Central,North West,South Africa,-25.5505618,26.0702021
Zeerust,2865,2865,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Ottoshoop,-------,2866,Mafikeng,Central,North West,South Africa,-25.7551659,25.9586253
Buhrmannsdrif,2867,2867,Zeerust,Central,North West,South Africa,-25.8280599,25.7933299
Dinokana,2868,2868,Lerato,Central,North West,South Africa,-25.4432013,25.8640062
Mshenguville,-------,2868,Dinokana,Central,North West,South Africa,-25.4432013,25.8640062
Mokgola,-------,2869,Mokgola,Central,North West,South Africa,-25.3324671,26.1300345
Motswedi,-------,2870,Lerato,Central,North West,South Africa,-25.2714764,25.884707
Mabudu,-------,2871,Mabudu,Central,North West,South Africa,-23.0429623,29.6194898
Borakalolo,-------,2872,Borakalolo,Central,North West,South Africa,-25.2862258,25.8975697
Lobatla,-------,2873,Lerato,Central,North West,South Africa,-25.1746149,25.8433037
Nietverdiend,-------,2874,Zeerust,Central,North West,South Africa,-25.0349492,26.1564374
Derdepoort,-------,2876,Zeerust,Central,North West,South Africa,-24.637199,26.40206
Tlokweng,-------,2877,Tlokweng,Central,North West,South Africa,-24.6679808,25.9763625
Gopane Central,-------,2878,Gopane,Central,North West,South Africa,-25.3133769,25.8225997
Lehurutshe,2880,2880,Lerato,Central,North West,South Africa,-25.4814321,25.9674941
Lerato,-------,2880,Lerato,Central,North West,South Africa,-26.6638599,25.2837585
Welbedacht,-------,2880,Lerato,Central,North West,South Africa,-25.4814321,25.9674941
Braklaagte,-------,2881,Zeerust,Central,North West,South Africa,-25.394145,26.0945799
Goo Kubu Section,2882,-------,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Goo Kubu Seksie,2882,-------,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Gopane,-------,2882,Zeerust,Central,North West,South Africa,-25.3133769,25.8225997
Khunotsevane,-------,2883,Zeerust,Central,North West,South Africa,-25.56917,25.8246699
Khunotsoane,-------,2883,Zeerust,Central,North West,South Africa,-25.56917,25.8246699
Lekgophung,2884,2884,Zeerust,Central,North West,South Africa,-24.8068041,26.0147892
Mmasebodule,2885,2885,Zeerust,Central,North West,South Africa,-25.0439411,26.304279
Supingstad,2886,2886,Zeerust,Central,North West,South Africa,-24.7936026,26.0561653
Swaartfontein,-------,2887,Zeerust,Central,North West,South Africa,-24.9102816,25.9172336
Swartfontein,-------,2887,Zeerust,Central,North West,South Africa,-24.9102816,25.9172336
Witkleigat,-------,2888,Zeerust,Central,North West,South Africa,-25.5523446,26.1004894
Puana,-------,2889,Zeerust,Central,North West,South Africa,-25.4234999,25.8585
Tampostad,-------,2890,Zeerust,Central,North West,South Africa,-25.4683918,26.4828189
Ntsweletsoku,-------,2891,Zeerust,Central,North West,South Africa,-25.4407531,25.9645378
Slurry,-------,2895,Zeerust,Central,North West,South Africa,-25.8147977,25.8292548
Mothibistat,8474,8474,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Bathlaro,-------,8476,Vryburg,Central,North West,South Africa,-26.9584048,24.7298615
Batlharo,-------,8476,Vryburg,Central,North West,South Africa,-27.3136396,23.3436529
Batlharos,-------,8476,Vryburg,Bophirima,North West,South Africa,-27.3136396,23.3436529
Daantjiesrus,-------,8477,Mothibistat,Bophirima,North West,South Africa,-26.6638599,25.2837585
Dithakwaneng,-------,8478,Vryburg,Bophirima,North West,South Africa,-27.0342573,24.5720973
Gamagolodike,-------,8479,Vryburg,Central,North West,South Africa,-26.9584048,24.7298615
Gamogolodike,-------,8479,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Ga Mopedi,-------,8480,Vryburg,Bophirima,North West,South Africa,-27.2357775,23.2186017
Ga-mopedi,-------,8480,Vryburg,Central,North West,South Africa,-27.2357775,23.2186017
Gamopedi,-------,8480,Vryburg,Central,North West,South Africa,-27.2357775,23.2186017
Southey,-------,8484,Vryburg,Bophirima,North West,South Africa,-26.7750363,24.0146069
Madipelesa,-------,8537,Taung,Bophirima,North West,South Africa,-27.895247,24.4195601
Manokwane,-------,8561,Manokwane,Bophirima,North West,South Africa,-27.5549688,24.800366
Pokwani,-------,8565,Pokwani,Bophirima,North West,South Africa,-27.7582258,24.7911639
Gataute,-------,8567,Gataute,Bophirima,North West,South Africa,-26.700928,27.594377
Khudutlou,-------,8569,Khudutlou,Bophirima,North West,South Africa,-27.6665056,25.0495647
Dipitsing,-------,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Gamoduana,-------,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Magogong,8575,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Magogong Village,-------,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Maphoitsile,-------,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Modutung Village,-------,8575,Magogong,Bophirima,North West,South Africa,-27.6570223,24.8122367
Banksdrif,-------,8576,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Motsweding,-------,8576,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Magogong Village,-------,8577,Taung,Bophirima,North West,South Africa,-27.6570223,24.8122367
Taung Ext 6,8580,8580,Taung,Bophirima,North West,South Africa,-27.5575978,24.7560902
Taung Station,-------,8580,Taung,Bophirima,North West,South Africa,-27.56583,24.74694
Taung Uit 6,8580,8580,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Pudimoe,8581,8581,Pudimoe,Bophirima,North West,South Africa,-27.400326,24.7172603
Bothithong,-------,8582,Ganyesa,Bophirima,North West,South Africa,-27.0609353,23.831703
Bothitong,-------,8582,Ganyesa,Central,North West,South Africa,-27.0609353,23.831703
Norlim,-------,8583,Taung,Bophirima,North West,South Africa,-27.6237092,24.6400737
Manthestad,-------,8585,Taung,Bophirima,North West,South Africa,-27.549379,24.892679
Molelema,-------,8586,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Cassel,8587,8587,Ganyesa,Bophirima,North West,South Africa,-26.9674749,23.9806996
Dry Harts,-------,8588,Taung,Bophirima,North West,South Africa,-27.3453019,24.732102
Kgomotso,-------,8589,Taung,Bophirima,North West,South Africa,-27.9818103,24.6044437
Kokomeng,-------,8590,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Mmamutle,-------,8591,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Lekung,-------,8592,Taung,Bophirima,North West,South Africa,-25.7960437,25.5088914
Losasaneng,-------,8593,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Matsheng,-------,8594,Taung,Bophirima,North West,South Africa,-27.5593274,25.0080443
Reivilo,8595,8595,Reivilo,Bophirima,North West,South Africa,-27.5372362,24.1736608
Shaleng,-------,8596,Taung,Bophirima,North West,South Africa,-27.9190123,24.4611479
Modimong,-------,8597,Taung,Bojanala Platinum,North West,South Africa,-27.5518206,24.7662356
Modular Range,-------,8598,Modular Range,Bojanala Platinum,North West,South Africa,-26.6638599,25.2837585
Sekhing,-------,8599,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Vryburg,8601,8600,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Colridge,8601,-------,Vryburg,Bophirima,North West,South Africa,-26.9402018,24.737522
Huhudi,8601,8629,Vryburg,Bophirima,North West,South Africa,-26.9776774,24.7410067
Industrial Area,8601,-------,Vryburg,Bophirima,North West,South Africa,-25.6435052,27.8047648
Industriele Gebied,8601,-------,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Kismetpark,8601,-------,Vryburg,Bophirima,North West,South Africa,-26.9404695,24.7323803
Vryburg,8601,8600,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Devondale,8602,-------,Vryburg,Bophirima,North West,South Africa,-26.77056,24.89556
Kameel,-------,8603,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Dithakong,-------,8604,Ganyesa,Central,North West,South Africa,-27.0858759,23.923907
Matlapaneng,-------,8605,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Myra,-------,8606,Taung,Bophirima,North West,South Africa,-27.3858888,24.7647516
Picong,-------,8607,Taung,Bophirima,North West,South Africa,-27.5518206,24.7662356
Cokonyane,-------,8608,Taung,Bophirima,North West,South Africa,-27.4824464,24.8063014
Louwna,-------,8610,Vryburg,Bophirima,North West,South Africa,-26.902809,24.143511
Coetzersdam,8611,-------,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Heunaar,-------,8611,Pomfret,Bophirima,North West,South Africa,-26.1366888,23.7767576
Bona Bona,-------,8612,Pomfret,Bophirima,North West,South Africa,-26.2339109,23.5368181
Bona-bona,-------,8612,Pomfret,Bophirima,North West,South Africa,-26.2339109,23.5368181
Ganyesa,-------,8613,Ganyesa,Bophirima,North West,South Africa,-26.5919275,24.1711193
Morokweng,8614,8614,Pomfret,Bophirima,North West,South Africa,-26.1336751,23.7930318
Vorstershoop,8615,8615,Vryburg,Bophirima,North West,South Africa,-25.833839,23.021469
Tlakgameng,-------,8616,Vryburg,Central,North West,South Africa,-26.9584048,24.7298615
Tlhakgameng,-------,8616,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Tseoge,-------,8617,Pomfret,Bophirima,North West,South Africa,-26.0064105,23.516303
Tosca,-------,8618,Pomfret,Bophirima,North West,South Africa,-25.87849,23.958151
Pomfret,-------,8619,Pomfret,Bophirima,North West,South Africa,-25.8229693,23.5311843
Bray,8620,8620,Pomfret,Bophirima,North West,South Africa,-25.4686179,23.7030359
Piet Plessis,-------,8621,Vryburg,Bophirima,North West,South Africa,-26.177119,24.3935655
Vergelee,8622,8622,Vryburg,Bophirima,North West,South Africa,-25.777081,24.1926099
Kgokgole,-------,8623,Ganyesa,Bophirima,North West,South Africa,-26.7162431,23.9253941
Broedersput,-------,8624,Vryburg,Bophirima,North West,South Africa,-26.9584048,24.7298615
Gata lwa Tlou,-------,8625,Pomfret,Bophirima,North West,South Africa,-25.6594234,23.4776098
Gata-lwa-tlou,-------,8625,Pomfret,Bophirima,North West,South Africa,-26.46105,23.08053
Madibeng,-------,8626,Pomfret,Bophirima,North West,South Africa,-25.6099895,27.7959713
Glenred,-------,8627,Glenred,Bophirima,North West,South Africa,-26.9729815,23.9134978
Molopo,-------,8628,Molopo,Bophirima,North West,South Africa,-25.8229693,23.5311843
Huhudi,8601,8629,Vryburg,Bophirima,North West,South Africa,-26.9776774,24.7410067
Stella,8650,8650,Stella,Bophirima,North West,South Africa,-26.5478588,24.8745512
Ditsobotla,-------,8655,Madibogo,Central,North West,South Africa,-26.1093224,26.1713917
Molopo River,-------,8680,Vryburg,Bophirima,North West,South Africa,-25.8681417,25.6538248
Moloporivier,-------,8680,Vryburg,Central,North West,South Africa,-26.948474,24.721779
