Pcode,Town,District,dis_code,Province,Geo_x,Geo_y,B,S,Ignore_prov,Ignore_district,Ignore_description
0186,BAVIAANSPOORT,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.666667,28.366667,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0187,BLUE VALLEY GHOLF LANDGOED,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.7483599,28.1963,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0188,DORANDIA,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.677453,28.159395,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0189,JERICHO,Bojanala Platinum District Municipality,DC37,North West,-25.316667,27.8,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0190,MABOPANE,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0191,FAFUNG,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.1924571,27.7901088,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0192,MADIDI,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.4461386,27.9454031,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0193,HEBRON,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5807542,28.1293406,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0194,MMAKAU,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.6179799,27.9423567,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0195,RAMOKOKASTAD,Bojanala Platinum District Municipality,DC37,North West,-25.2594,27.24834,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0196,MABOPANE BLOCK A,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5019183,28.0589133,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0197,MABOLOKA,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.42601047,27.85941729,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0198,WINTERVELD,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.481483,28.041213,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0199,CENTRAL CITY,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-26.1921065,28.0305018,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0200,ROSSLYN,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.6378122,28.0951631,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0201,THE ORCHARDS,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.642785,28.102227,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0202,YA-RONA,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0203,MOILETSWANE,Bojanala Platinum District Municipality,DC37,North West,-25.5138302,28.0471006,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0204,MEDUNSA,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.6155899,28.0148,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0205,ODINBURG,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0206,KELEBOGILE,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.616,28.0153,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0207,MMAKAUNYANE,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0208,GA-RANKUWA,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.616,28.0153,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0209,GA-RANKUWA ZONE 5,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5907593,27.9922291,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0210,LEGONYANE,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0211,GA-RANKUWA SONE 17,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.616,28.0153,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0212,MSIZA SECTION,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0213,GA-TSEBE,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0214,GA-SHEBAMBO,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0215,KROMKUIL,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0216,HARTBEESPOORT,Bojanala Platinum District Municipality,DC37,North West,-25.73451,27.90685,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0217,LETLHAKANENG,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0218,SJAMBOKZYNOUDEKRAAL,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0219,SHAKUNG,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.5138302,28.0471006,Y,,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0220,SEPHAI,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0221,GA-RANKUWA,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.616,28.0153,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0228,GA-RANKUWA EXT 23,City of Tshwane Metropolitan Municipality,TSH,Gauteng,-25.586417,27.987581,Y,Y,Gauteng,TSH,City of Tshwane Metropolitan Municipality
0232,SKEERPOORT,Bojanala Platinum District Municipality,DC37,North West,-26.3898521,27.6172279,Y,,North West,DC37,Bojanala Platinum District Municipality
0240,BROEDERSTROOM,Bojanala Platinum District Municipality,DC37,North West,-25.76577,27.86032,Y,,North West,DC37,Bojanala Platinum District Municipality
0250,BRITS,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0251,DE WILDT,Bojanala Platinum District Municipality,DC37,North West,-25.616667,27.95,Y,,North West,DC37,Bojanala Platinum District Municipality
0252,REDDINGSHOOP,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0253,RASHOOP,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0255,BEESTEKRAAL,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0257,DE KROON,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0258,SONOP,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0259,VORENTOE,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0260,IFAFI,Bojanala Platinum District Municipality,DC37,North West,-25.74634,27.89856,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0261,KOSMOS,Bojanala Platinum District Municipality,DC37,North West,-25.74146,27.84382,Y,,North West,DC37,Bojanala Platinum District Municipality
0263,LETHABONG,Bojanala Platinum District Municipality,DC37,North West,-25.4320134,27.8355388,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0264,LETLHABILE,Bojanala Platinum District Municipality,DC37,North West,-25.2858299,27.767,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0265,MAMOGALESKRAAL,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0266,RABOKALA,Bojanala Platinum District Municipality,DC37,North West,-25.4913992,27.9102538,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0267,ATLANTA,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0268,MOTHOTLUNG,Bojanala Platinum District Municipality,DC37,North West,-25.60383,27.88617,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0269,BAPONG,Bojanala Platinum District Municipality,DC37,North West,-25.716808,27.672818,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0270,BETHANIE,Bojanala Platinum District Municipality,DC37,North West,-25.5537951,27.6053432,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0271,BARASEBA,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0273,MAKOLOKOE,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0274,MODDERSPRUIT,Bojanala Platinum District Municipality,DC37,North West,-25.72858837,27.64665552,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0275,MODIKWE,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0276,SEGWAELANE,Bojanala Platinum District Municipality,DC37,North West,-25.663547,27.614146,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0277,GA-RASAI,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0278,PLATINUM MALL,Bojanala Platinum District Municipality,DC37,North West,-25.6334,27.78276,Y,,North West,DC37,Bojanala Platinum District Municipality
0279,XANADU,Bojanala Platinum District Municipality,DC37,North West,-25.7437682,27.9175771,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0280,DAMDORYN,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0284,MARIKANA,Bojanala Platinum District Municipality,DC37,North West,-25.6887799,27.55267,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0285,MAUMONG,Bojanala Platinum District Municipality,DC37,North West,-25.6887799,27.55267,Y,,North West,DC37,Bojanala Platinum District Municipality
0286,RANKELENYANE,Bojanala Platinum District Municipality,DC37,North West,-25.6887799,27.55267,Y,,North West,DC37,Bojanala Platinum District Municipality
0287,TLAPA,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0292,BLESKOP,Bojanala Platinum District Municipality,DC37,North West,-25.6766699,27.36556,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0299,BOSCHDAL,Bojanala Platinum District Municipality,DC37,North West,-25.7039186,27.2216796,,Y,North West,DC37,Bojanala Platinum District Municipality
0300,RUSTENBURG,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0301,BOSHOEK,Bojanala Platinum District Municipality,DC37,North West,-25.7260014,24.2831408,Y,,North West,DC37,Bojanala Platinum District Municipality
0302,ZINNIAVILLE,Bojanala Platinum District Municipality,DC37,North West,-25.63689,27.23193,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0303,RIDDERPARK,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0304,PLATWAL,Bojanala Platinum District Municipality,DC37,North West,-26.6638599,25.2837585,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0305,PROTEAPARK,Bojanala Platinum District Municipality,DC37,North West,-25.67099,27.23661,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0306,SIYABONGA,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0307,ENTABENI,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0308,BOITEKONG,Bojanala Platinum District Municipality,DC37,North West,-25.620718,27.272637,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0309,TLHABANE,Bojanala Platinum District Municipality,DC37,North West,-25.6478499,27.21532,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0310,CHANENG,Bojanala Platinum District Municipality,DC37,North West,-25.42104016,27.11905744,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0311,PHOTSANENG,Bojanala Platinum District Municipality,DC37,North West,-25.66895,27.37112,Y,,North West,DC37,Bojanala Platinum District Municipality
0312,WILDEBEESFONTEIN SOUTH,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0313,MABESKRAAL,Bojanala Platinum District Municipality,DC37,North West,-25.19230965,26.80271962,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0314,MOGWASE,Bojanala Platinum District Municipality,DC37,North West,-25.2594,27.24834,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0315,MOEDWIL,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0316,LEDIG,Bojanala Platinum District Municipality,DC37,North West,-25.6715287,27.2448201,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0317,WONDERKOP,Bojanala Platinum District Municipality,DC37,North West,-25.66852882,27.52317236,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0318,SAULSPOORT,Bojanala Platinum District Municipality,DC37,North West,-27.179982,25.327416,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0319,DWAALBOOM,Waterberg District Municipality,DC36,Limpopo,-24.71846998,26.80193631,Y,Y,Limpopo,DC36,Waterberg District Municipality
0320,KANANA,Bojanala Platinum District Municipality,DC37,North West,-26.955563,26.63469,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0321,PHALANE,Bojanala Platinum District Municipality,DC37,North West,-25.2727965,26.8527504,,Y,North West,DC37,Bojanala Platinum District Municipality
0322,LUKA,Bojanala Platinum District Municipality,DC37,North West,-25.5092172,27.1911749,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0323,BOSCHFONTEIN,Bojanala Platinum District Municipality,DC37,North West,-25.7455988,31.6254575,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0324,WATERGLEN,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0325,MOOINOOI,Bojanala Platinum District Municipality,DC37,North West,-25.74894,27.55,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0328,MOGONO,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0329,TRANS,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0330,WITGOUD,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0331,MONAKATO,Bojanala Platinum District Municipality,DC37,North West,-25.3525676,27.2720205,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0332,SYFERBULT,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0333,TSITSING,Bojanala Platinum District Municipality,DC37,North West,-25.4680385,27.3219816,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0334,BOONS,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0335,PHOKENG,Bojanala Platinum District Municipality,DC37,North West,-25.579609,27.152946,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0336,BALEEMA,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0337,BAPO II,Bojanala Platinum District Municipality,DC37,North West,-26.6638599,25.2837585,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0338,BARATHEO,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0339,MANTSERRE,Bojanala Platinum District Municipality,DC37,North West,-24.946879,27.092806,,Y,North West,DC38,Bojanala Platinum District Municipality,DIS,,CMS Name and District incorrect
0340,KAMEELBOOM,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0341,KRAALHOEK,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0342,VLAKDRIF,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0344,RHENOSTERKRAAL,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0345,TOEMASKOP,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0346,MAANHAARRAND,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0347,DERBY,Bojanala Platinum District Municipality,DC37,North West,-25.9416885,27.0205594,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0348,KOSTER,Bojanala Platinum District Municipality,DC37,North West,-25.8683,26.89664,Y,Y,North West,DC37,Bojanala Platinum District Municipality
0349,BAPHALANE,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0350,KROONDAL,Bojanala Platinum District Municipality,DC37,North West,-25.7250235,27.30799091,Y,,North West,DC37,Bojanala Platinum District Municipality
0351,MANAMAKGOTHENG,Bojanala Platinum District Municipality,DC37,North West,-25.127026,27.1911749,Y,,North West,DC37,Bojanala Platinum District Municipality
0353,SANDFONTEIN,Dr Ruth Segomotsi Mompati District Municipality,DC39,North West,-25.1861971,27.2646723,Y,Y,North West,DC39,Dr Ruth Segomotsi Mompati District Municipality
0354,MABELE-A-PODI,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0355,SEGAKWANENG,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0356,MODULE,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0357,BATAUNG,Ngaka Modiri Molema District Municipality,DC38,North West,-26.20403,25.62715,Y,,North West,DC38,Ngaka Modiri Molema District Municipality
0358,MONONONO,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0359,MAJAKANENG,Bojanala Platinum District Municipality,DC37,North West,-25.740673,27.6757516,,Y,North West,DC37,Bojanala Platinum District Municipality
0360,NORTHAM,Waterberg District Municipality,DC36,Limpopo,-24.958431,27.263165,Y,Y,Limpopo,DC36,Waterberg District Municipality
0361,KOEDOESKOP,Waterberg District Municipality,DC36,Limpopo,-24.8535423,27.4932071,Y,,Limpopo,DC36,Waterberg District Municipality
0362,CHROMITE,Waterberg District Municipality,DC36,Limpopo,-24.82613,27.2852,Y,Y,Limpopo,DC36,Waterberg District Municipality
0363,EMLANJENI,Waterberg District Municipality,DC36,Limpopo,-24.58288,27.41333,Y,,Limpopo,DC36,Waterberg District Municipality
0364,MABODISA,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0365,MAILE,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0366,MAOLOGANE,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
0367,MATLAMETLO,Bojanala Platinum District Municipality,DC37,North West,-25.6981334,27.4797846,Y,,North West,DC37,Bojanala Platinum District Municipality
