Location,Street_code,Box_code,Area,Municipality,Province,Country,Lat,Lon
Mataleng,8375,8375,Barkly West,Frances Baard,Northern Cape,South Africa,-28.531792,24.500923
Longlands,-------,8376,Barkly West,Frances Baard,Northern Cape,South Africa,-28.4611255,24.3608843
Delportshoop,8377,8377,Barkly West,Frances Baard,Northern Cape,South Africa,-28.5367371,24.5197643
Proteahof,-------,8377,Delportshoop,Frances Baard,Northern Cape,South Africa,-28.4159557,24.3207165
Tidimalo,-------,8377,Delportshoop,Frances Baard,Northern Cape,South Africa,-28.4246391,24.3148291
Ulco,8390,8390,Ulco,Frances Baard,Northern Cape,South Africa,-28.33139,24.206221
Koopmansfontein,-------,8391,Kimberley,Frances Baard,Northern Cape,South Africa,-28.7282384,24.7499112
Daniëlskuil,-------,8405,Daniëlskuil,Siyanda,Northern Cape,South Africa,-28.183771,23.5609459
Industrial Area,-------,8405,Daniëlskuil,Siyanda,Northern Cape,South Africa,-28.1820582,23.546393
Jenn Haven,-------,8405,Daniëlskuil,Siyanda,Northern Cape,South Africa,-28.2249794,23.2520998
Tlhakalatlou,-------,8405,Daniëlskuil,Siyanda,Northern Cape,South Africa,-28.183771,23.5609459
Lime Acres,8410,8410,Lime Acres,Siyanda,Northern Cape,South Africa,-28.3555106,23.5252319
Boichoko,8420,-------,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3187015,23.039919
Glossom,8420,-------,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3092768,23.1084191
Lohatla,8420,-------,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3092768,23.1084191
Newton,8420,8420,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3092768,23.1084191
Newtown,8420,8420,Postmasburg,Namakwa,Northern Cape,South Africa,-31.4618782,19.7621439
Postdene,8420,8426,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3037669,23.078948
Postmasburg,8420,8420,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3092768,23.1084191
Weseinde,8420,-------,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3092768,23.1084191
West End,8420,-------,Postmasburg,Frances Baard,Northern Cape,South Africa,-28.321747,23.0719189
Beeshoek,8423,-------,Mancorp Mine,Siyanda,Northern Cape,South Africa,-28.3279,23.0706
Mancorp Mine,8423,8423,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3279,23.0706
Uitsig,8423,-------,Mancorp Mine,Pixley ka Seme,Northern Cape,South Africa,-29.266667,20.766667
Postdene,8420,8426,Postmasburg,Siyanda,Northern Cape,South Africa,-28.3037669,23.078948
Dingleton,8445,8445,Postmasburg,Siyanda,Northern Cape,South Africa,-27.78179,22.9849089
Kathu,8446,8446,Kathu,Kgalagadi,Northern Cape,South Africa,-27.7600892,23.0250269
Seseng,8447,8447,Seseng,Kgalagadi,Northern Cape,South Africa,-29.0466808,21.8568586
Ditlong,-------,8450,Olifantshoek,Kgalagadi,Northern Cape,South Africa,-27.9601626,22.7032945
Olifantshoek,8450,8450,Olifantshoek,Kgalagadi,Northern Cape,South Africa,-27.9601626,22.7032945
Plakkerskamp,8450,-------,Olifantshoek,Kgalagadi,Northern Cape,South Africa,-27.9601626,22.7032945
Welgelee,8450,-------,Olifantshoek,Kgalagadi,Northern Cape,South Africa,-33.86029870000001,18.68641
Kuruman,8460,8460,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.4633739,23.4339947
Wrenchville,8460,8468,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.458881,23.4328066
Ga Tlhose,-------,8461,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.8441667,23.2891667
Kuruman Central,-------,8462,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.4633739,23.4339947
Dibeng,8463,8463,Dibeng,Kgalagadi,Northern Cape,South Africa,-27.59198,22.879431
Seoding,-------,8465,Seoding,Kgalagadi,Northern Cape,South Africa,-27.39043,23.42721
Frylinckspan,-------,8466,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.4633739,23.4339947
Van Zylsrus,-------,8467,Hotazel,Kgalagadi,Northern Cape,South Africa,-26.8775558,22.0521082
Wrenchville,8460,8468,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.458881,23.4328066
Blikfontein,-------,8470,Kuruman,Kgalagadi,Northern Cape,South Africa,-27.7833333,23.9333333
Kamden,-------,8481,Mothibistat,Kgalagadi,Northern Cape,South Africa,-27.364252,23.8971399
Manyeding,-------,8482,Mothibistat,Kgalagadi,Northern Cape,South Africa,-27.4912513,23.6829521
Summerfield,-------,8483,Summerfield,Kgalagadi,Northern Cape,South Africa,-29.0466808,21.8568586
Kagung,-------,8485,Kagung,Kgalagadi,Northern Cape,South Africa,-27.4246798,23.568386
Hotazel,8490,8490,Hotazel,Kgalagadi,Northern Cape,South Africa,-27.2030042,22.8463007
Santoy,-------,8491,Santoy,Kgalagadi,Northern Cape,South Africa,-27.1544609,22.870133
Holpan,-------,8505,Kimberley,Frances Baard,Northern Cape,South Africa,-28.7282384,24.7499112
Hebron Park,-------,8510,Windsorton,Frances Baard,Northern Cape,South Africa,-28.3046642,24.678669
Kutlwano,-------,8510,Windsorton,Frances Baard,Northern Cape,South Africa,-28.3046642,24.678669
Windsorton,8510,8510,Windsorton,Frances Baard,Northern Cape,South Africa,-28.3046642,24.678669
Ikhutseng,8530,8532,Warrenton,Frances Baard,Northern Cape,South Africa,-28.1314176,24.8537809
Warrenton,-------,8530,Warrenton,Frances Baard,Northern Cape,South Africa,-28.1301523,24.8745512
Warrenvale,-------,8530,Warrenton,Frances Baard,Northern Cape,South Africa,-28.1028628,24.8720196
Ikhutseng,8530,8532,Warrenton,Frances Baard,Northern Cape,South Africa,-28.1314176,24.8537809
Hartsvallei,-------,8534,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.91873,24.81765
Bull Hill,-------,8535,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.9179187,24.8389443
Andalusia Park,8550,8550,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.9216508,24.8345992
Andalusiapark,8550,8550,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.9216508,24.8345992
Jan Kempdorp,-------,8550,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.9179187,24.8389443
Ganspan,-------,8552,Ganspan,Frances Baard,Northern Cape,South Africa,-27.969959,24.76622
Valspan,-------,8553,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.9158952,24.8137205
Tadcaster,-------,8560,Jan Kempdorp,Frances Baard,Northern Cape,South Africa,-27.8506168,24.8404811
Pampierstad,8566,8566,Pampierstad,Frances Baard,Northern Cape,South Africa,-27.7805348,24.6964808
Green Grass,-------,8568,Green Grass,Frances Baard,Northern Cape,South Africa,-29.0466808,21.8568586
Bonitapark,8570,-------,Hartswater,Frances Baard,Northern Cape,South Africa,-27.738983,24.807941
Hartswater,8570,8570,Hartswater,Frances Baard,Northern Cape,South Africa,-27.7557025,24.8270745
Loopeng,-------,8630,Loopeng,Kgalagadi,Northern Cape,South Africa,-26.8086014,23.4091465
Choseng,-------,8631,Choseng,Kgalagadi,Northern Cape,South Africa,-29.0466808,21.8568586
Akasia Park,8660,-------,Keimoes,Siyanda,Northern Cape,South Africa,-25.655544,28.1005632
Akasiapark,8660,-------,Keimoes,Siyanda,Northern Cape,South Africa,-28.5513172,20.8910556
Modder River,-------,8700,Kimberley,Frances Baard,Northern Cape,South Africa,-29.026119,24.6360889
Modderrivier,-------,8700,Kimberley,Frances Baard,Northern Cape,South Africa,-29.026119,24.6360889
Motswedimosa,-------,8701,Ritchie,Frances Baard,Northern Cape,South Africa,-29.0245987,24.5866274
Rietvale,8701,8701,Ritchie,Frances Baard,Northern Cape,South Africa,-29.0354613,24.5860938
Ritchie,8701,8701,Ritchie,Frances Baard,Northern Cape,South Africa,-29.026972,24.587004
Bongani,8730,8735,Douglas,Pixley ka Seme,Northern Cape,South Africa,-29.0710413,23.7766701
Breipaal,8730,8730,Douglas,Pixley ka Seme,Northern Cape,South Africa,-29.045465,23.7652842
Douglas,8730,8730,Douglas,Pixley ka Seme,Northern Cape,South Africa,-29.1154714,23.7513827
Salt Lake,-------,8731,Kimberley,Pixley ka Seme,Northern Cape,South Africa,-29.27998,24.003651
Saltlake,-------,8731,Kimberley,Frances Baard,Northern Cape,South Africa,-28.743269,24.769749
Bongani,8730,8735,Douglas,Pixley ka Seme,Northern Cape,South Africa,-29.0710413,23.7766701
Rooipanville,-------,8745,Kimberley,Frances Baard,Northern Cape,South Africa,-28.7282384,24.7499112
Hopetown,8750,8750,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.6421605,24.0844785
Steynville,8750,-------,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.6156936,24.1042419
Grootwater,-------,8751,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.6421605,24.0844785
Orange River,-------,8751,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.6130181,24.2426768
Oranjerivier,-------,8751,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.672171,24.2040599
Orania,-------,8752,Orania,Pixley ka Seme,Northern Cape,South Africa,-29.8149831,24.3995073
Kraankuil,-------,8760,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.883579,24.16988
Kraankuilstasie,-------,8760,Hopetown,Pixley ka Seme,Northern Cape,South Africa,-29.6421605,24.0844785
Deetlefsville,-------,8765,Strydenburg,Pixley ka Seme,Northern Cape,South Africa,-29.9590844,23.6799766
Strydenburg,8765,8765,Strydenburg,Pixley ka Seme,Northern Cape,South Africa,-29.9590844,23.6799766
Greenpoint,8770,-------,Petrusville,Frances Baard,Northern Cape,South Africa,-28.7771229,24.7721716
Petrusville,8770,8770,Petrusville,Pixley ka Seme,Northern Cape,South Africa,-30.11229639999999,24.678669
Thembinkosi,-------,8770,Petrusville,Pixley ka Seme,Northern Cape,South Africa,-30.11229639999999,24.678669
