Location,Street_code,Box_code,Area,Municipality,Province,Country,Lat,Lon
Glen,-------,9360,Bloemfontein,Motheo,Free State,South Africa,-29.112802,26.2312489
Bloemspruit,9364,9364,Bloemfontein,Motheo,Free State,South Africa,-29.1315521,26.2865649
Middelpunt,-------,9364,Bloemfontein,Lejweleputswa,Free State,South Africa,-29.085214,26.1595761
Middlepunt,-------,9364,Bloemfontein,Lejweleputswa,Free State,South Africa,-29.1499315,26.3305203
Shannon,-------,9364,Bloemfontein,Motheo,Free State,South Africa,-29.1612747,26.3825008
Wiegandia,-------,9380,Wiegandia,Motheo,Free State,South Africa,-29.1725611,26.2633357
Steunmekaar,9392,-------,Steunmekaar,Motheo,Free State,South Africa,-28.4541105,26.7967849
Brandfort,9400,9400,Brandfort,Lejweleputswa,Free State,South Africa,-28.7011967,26.4577466
Ithoballe,-------,9400,Brandfort,Lejweleputswa,Free State,South Africa,-28.6882962,26.4547962
New Location,9400,9400,Brandfort,Lejweleputswa,Free State,South Africa,-28.6882962,26.4547962
Nuwe Lokasie,9400,9400,Brandfort,Lejweleputswa,Free State,South Africa,-28.6882962,26.4547962
Verkeerdevlei,9401,9401,Verkeerdevlei,Lejweleputswa,Free State,South Africa,-28.8328736,26.7673237
Lusaka,9410,-------,Theunissen,Lejweleputswa,Free State,South Africa,-28.408853,26.7096604
Masilo,9410,9414,Theunissen,Lejweleputswa,Free State,South Africa,-28.4178684,26.6995478
Theunissen,9410,9410,Theunissen,Lejweleputswa,Free State,South Africa,-28.4019346,26.7100581
Masilo,9410,9414,Theunissen,Lejweleputswa,Free State,South Africa,-28.4178684,26.6995478
Makeleketla,9420,9421,Winburg,Lejweleputswa,Free State,South Africa,-28.5323842,26.9999584
Winburg,9420,9420,Winburg,Lejweleputswa,Free State,South Africa,-28.5170087,27.0087877
Makeleketla,9420,9421,Winburg,Lejweleputswa,Free State,South Africa,-28.5323842,26.9999584
Phahameng Zone 14,9423,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.1391531,26.8800277
Conera,9430,9431,Virginia,Lejweleputswa,Free State,South Africa,-28.1063858,26.8556955
Eureka,9430,-------,Virginia,Thabo Mofutsanyane,Free State,South Africa,-29.666667,26.966667
Eureka Park,9431,9430,Virginia,Lejweleputswa,Free State,South Africa,-29.2713047,26.7060994
Eurekapark,9431,9430,Virginia,Lejweleputswa,Free State,South Africa,-29.0534064,26.211639
Fauna Park,9430,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.9840797,26.3830233
Glen Harmony,9430,9435,Virginia,Lejweleputswa,Free State,South Africa,-28.07472,26.88861
Industria,-------,9430,Virginia,Northern Free State,Free State,South Africa,-28.1126321,26.8711543
Mandela Park,-------,9430,Virginia,Lejweleputswa,Free State,South Africa,-34.049481,18.6858533
Mandelapark,-------,9430,Virginia,Lejweleputswa,Free State,South Africa,-28.1063858,26.8556955
Meloding,9430,9440,Virginia,Lejweleputswa,Free State,South Africa,-28.144312,26.8939788
Meloding Ext 1,9430,9430,Virginia,Lejweleputswa,Free State,South Africa,-28.144312,26.8939788
Meloding Loc,9430,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.144312,26.8939788
Meloding Uit 1,9430,9430,Virginia,Lejweleputswa,Free State,South Africa,-28.129512,26.896963
Merriespruit,9430,9433,Virginia,Lejweleputswa,Free State,South Africa,-28.1176019,26.8409694
Panorama,9430,-------,Virginia,Thabo Mofutsanyane,Free State,South Africa,-28.1063858,26.8556955
Phahameng,9430,9430,Virginia,Motheo,Free State,South Africa,-28.1391531,26.8800277
Saaiplaas,9430,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.0639341,26.8645307
Stilte Park,9430,9430,Virginia,Lejweleputswa,Free State,South Africa,-28.1303195,26.897471
White City,9430,-------,Virginia,Lejweleputswa,Free State,South Africa,-29.1345049,26.2371061
Conera,9430,9431,Virginia,Lejweleputswa,Free State,South Africa,-28.1063858,26.8556955
Eureka Park,9431,9430,Virginia,Lejweleputswa,Free State,South Africa,-29.2713047,26.7060994
Eurekapark,9431,9430,Virginia,Lejweleputswa,Free State,South Africa,-29.0534064,26.211639
Kitty,9431,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.1265353,26.8306605
Virginia,9431,-------,Virginia,Lejweleputswa,Free State,South Africa,-28.1063858,26.8556955
Saaiplaas Mine,-------,9432,Virginia,Lejweleputswa,Free State,South Africa,-28.0639341,26.8645307
Saaiplaasmyn,-------,9432,Virginia,Lejweleputswa,Free State,South Africa,-28.0639341,26.8645307
Merriespruit,9430,9433,Virginia,Lejweleputswa,Free State,South Africa,-28.1176019,26.8409694
Glen Harmony,9430,9435,Virginia,Lejweleputswa,Free State,South Africa,-28.07472,26.88861
Glen Harmony Central,-------,9436,Virginia,Lejweleputswa,Free State,South Africa,-28.07472,26.88861
Wenakker,-------,9437,Virginia,Lejweleputswa,Free State,South Africa,-28.1063858,26.8556955
Weltrix,-------,9438,Welkom,Lejweleputswa,Free State,South Africa,-28.2627066,26.7903234
Meloding,9430,9440,Virginia,Lejweleputswa,Free State,South Africa,-28.144312,26.8939788
Hennenman,9445,9445,Hennenman,Lejweleputswa,Free State,South Africa,-27.977552,27.0176165
Phomolong,-------,9447,Phomolong,Northern Free State,Free State,South Africa,-28.0125302,27.0823502
Mamahabane,9450,-------,Ventersburg,Lejweleputswa,Free State,South Africa,-28.086298,27.1485343
