127914,Y,12 MAFUNGA CRESCENT         ,SETTLERS WAY                ,                            ,GOODWOOD                    ,7459,-33.91,18.55,Western Cape                
128422,Y,THE COLCADE                 ,41 HILL STREET              ,GRAHAMSTOWN      ,GRAHAMSTOWN      ,6139,-33.30,26.53,Eastern Cape                
128880,Y,58 AKASIA AVENUE            ,WESBANK                     ,PAARL                       ,MALMESBURY                  ,7620,-33.46,18.72,Western Cape                
130311,Y,34 SPRIGG STREET            ,MTHATHA                     ,                            ,UMTATA                      ,5099,-31.58,28.78,Eastern Cape                
130370,Y,126 PAUL FERREIRA STREET    ,PATENSIE                    ,                            ,PATENSIE                    ,6335,-33.75,24.81,Eastern Cape                
130559,Y,1ST FLOOR                   ,COMMUNITY HEALTH SCIENCE BUI,                            ,ROGGE BAY             ,8012,-33.92,18.42,Western Cape                
130893,Y,10 JACOB SADIE STREET       ,VREDENBURG                  ,                            ,VREDENBURG                  ,7380,-32.90,17.99,Western Cape                
132497,Y,2 DA GAMA STREET            ,MOSSELBAY                   ,                            ,MOSSEL BAY            ,6500,-34.18,22.13,Western Cape                
133175,Y,38 JAN VAN RIEBEECK STREET  ,NULL                        ,WELLINGTON                  ,WELLINGTON                  ,7654,-33.64,19.00,Western Cape                
134856,Y,140C VOORTREKKER STREET     ,SWELLENDAM                  ,                            ,SWELLENDAM                  ,6740,-34.02,20.43,Western Cape                
135852,Y,119  GRASMERE STREET        ,ATHLONE                     ,                            ,LANSDOWNE                   ,7780,-33.99,18.49,Western Cape                
137073,Y,284 HALT ROAD               ,NORWOOD                     ,MATROOSFONTEIN              ,ELSIES RIVER                ,7490,-33.91,18.56,Western Cape                
137227,Y,STAND B27                   ,BEHIND SUPA QUICK           ,GIYANI                      ,GIYANI                      ,826,-23.32,30.72,Limpopo                     
137979,Y,371 MAIN STREET             ,BOCHUM                      ,                            ,BOCHUM                      ,790,-23.28,29.13,Limpopo                     
138347,Y,SUITE F5                    ,EDEN TERRACE                ,                            ,EDEN GLEN                   ,1613,-26.13,28.13,Gauteng                     
138568,Y,6 CHURCH STREET             ,WELLINGTON                  ,                            ,WELLINGTON                  ,7655,-33.64,19.00,Western Cape                
139440,Y,6 WELGELEGEN AVENUE         ,CAPE TOWN                   ,MITCHELLS PLAIN            ,MITCHELLS PLAIN            ,7798,-34.01,18.63,Western Cape                
1400401,Y,22 HUGENOTE                 ,MALMESBURY                  ,                            ,MALMESBURY                  ,7300,-33.46,18.72,Western Cape                
1400436,Y,6 HUGO NAUDE STREET         ,JANSSENSDAL                 ,UITENHAGE                   ,UITENHAGE                   ,6229,-33.76,25.40,Eastern Cape                
1400614,Y,183 LANGENHOVEN ROAD        ,OUDTSHOORN                  ,                            ,OUDTSHOORN                  ,6625,-33.59,22.20,Western Cape                
1400983,Y,15A 28TH AVENUE             ,ELSIES RIVER                ,MATROOSFONTEIN              ,MATROOSFONTEIN              ,7490,-33.93,18.57,Western Cape                
1401106,Y,20 QUEEN STREET             ,KNYSNA                      ,                            ,KNYSNA                      ,6571,-34.03,23.04,Western Cape                
1401467,Y,SKYSCAPE UNIT 2 2ND FLOOR   ,DJ WOOD WAY                 ,BELLVILLE                   ,BELLVILLE                   ,7530,-33.88,18.66,Western Cape                
1401955,Y,113 CHURCH STREET           ,PRINCE ALBERT               ,PRINCE ALBERT  ,PRINCE ALBERT  ,6930,-33.20,22.02,Western Cape                
1402099,Y,DR L ABRAHAMS               ,20 MITCHELLS AVENUE         ,CAPE TOWN           ,CAPE TOWN                   ,8001,-33.92,18.42,Western Cape                
1402714,Y,1211 MATWABENG LOCATION     ,SENEKAL                     ,                            ,SENEKAL                     ,9600,-28.31,27.62,Free State                  
1402749,Y,26 JAMES MOROKA DRIVE       ,POTCHEFSTROOM               ,                            ,POTCHEFSTROOM               ,2531,-26.70,27.09,North West                  
1402978,Y,6 WELLINGTON STREET         ,KING WILLIAMS TOWN          ,KING WILLIAMS TOWN         ,KING WILLIAMS TOWN          ,5601,-32.88,27.39,Eastern Cape                
1403095,Y,GLEEMOOR                    ,ATHLONE                     ,GATESVILLE                  ,ATHLONE                     ,7764,-33.96,18.50,Western Cape                
1403249,Y,SHOP 17 TEMBANI SHOPPING CEN,KHAYALITSHA                 ,KHAYELITSHA                 ,KHAYELITSHA                 ,7784,-34.03,18.65,Western Cape                
1403680,Y,CHARLES MORKEL MEDIESE SENTR,GORDONSBAAIWEG 3            ,STRAND                      ,STRAND                      ,7140,-34.10,18.82,Western Cape                
1403729,Y,34 UNIE STREET              ,MARQUARD                    ,                            ,MARQUARD                    ,9610,-28.66,27.42,Free State                  
1404296,Y,ALHOF DRIVE                 ,EXTENSION 8                 ,MOSSEL BAY                  ,MOSSEL BAY                  ,6506,-34.18,22.13,Western Cape                
1405616,Y,28 MAIN ROAD                ,HERMANUS                    ,                            ,HERMANUS                    ,7200,-34.41,19.23,Western Cape                
1405918,Y,20 LUBBE LANE               ,WELLWAY PARK                ,DURBANVILLE                 ,DURBANVILLE                 ,7550,-33.83,18.64,Western Cape                
1406035,Y,3 WATER STREET              ,PETRUSBURG                  ,                            ,PETRUSBURG                  ,9932,-29.11,25.41,Free State                  
1406728,Y,225 MADIBA STREET           ,VERMEULEN STREET   MADIBA ST,PRETORIA                    ,PRETORIA                    ,2,-25.71,28.18,Gauteng                     
1408003,Y,36 VAN DER STEL STREET      ,TULBAGH                     ,SAXONWOLD                   ,SAXONWOLD                   ,2196,-26.19,28.04,Gauteng                     
1408682,Y,9 OLD CAMELOT BUILDING      ,CNR ROBERTSON and ZIETSMAN ROA,MOSSEL BAY            ,MOSSEL BAY            ,6500,-34.18,22.13,Western Cape                
1409042,Y,1840 NDABA DRIVE            ,PROTEA NORTH                ,                            ,RIVONIA                     ,2128,-26.05,28.06,Gauteng                     
1409085,Y,SIR ALFRED PLACE            ,5 SIR ALFRED AVENUE         ,LANSDOWNE                   ,LANSDOWNE                   ,7780,-33.99,18.49,Western Cape                
1409166,Y,73 KERK STREET              ,RIVERSDALE                  ,RIVERSDALE         ,RIVERSDALE         ,6670,-34.10,21.26,Western Cape                
1409417,Y,36 ATLANTIC CIRCLE          ,EAST LONDON                 ,EAST LONDON       ,EAST LONDON       ,5201,-33.01,27.90,Eastern Cape                
1410318,Y,SKINA ROAD                  ,SKINA ROAD and MLOKOTHI ROAD  ,                            ,SUN VALLEY                  ,7985,-34.09,18.37,Western Cape                
1410903,Y,LONGSTREET MEDICAL PRACTICE ,CORNER LONG and UNITY STREET  ,KNYSNA                      ,KNYSNA                      ,6570,-34.03,23.04,Western Cape                
1412655,Y,10 GROVE BUILDING           ,GROVE AVENUE                ,CLAREMONT                   ,CLAREMONT                   ,7708,-33.98,18.47,Western Cape                
1412787,Y,1 BUITENGRACHT DRIVE        ,RICHWOOD                    ,MILNERTON                   ,RICHWOOD                    ,7441,-33.83,18.54,Western Cape                
1413155,Y,45 JAN VAN RIEBEECK ROAD    ,HUGUENOT                    ,HUGUENOT            ,HUGUENOT            ,7646,-33.72,18.97,Western Cape                
1414305,Y,2 AUGSBURG ROAD             ,CLANWILLIAM                 ,                            ,CLANWILLIAM                 ,8135,-32.18,18.89,Western Cape                
1414593,Y,ONRUS TRADING POST          ,ROOM 3                      ,WORCESTER                   ,WORCESTER                   ,6850,-33.64,19.44,Western Cape                
1414933,Y,CLOETESVILLE                ,STELLENBOSCH                ,                            ,STELLENBOSCH                ,7600,-33.93,18.85,Western Cape                
1415700,Y,MIMOSA MALL                 ,BLOEMFONTEIN                ,                            ,BLOEMFONTEIN                ,9301,-29.11,26.21,Free State                  
1416650,Y,OFFICE 1 and 2 BLOCK B        ,SENWABARWANA OFFICE PARK    ,                            ,BOCHUM                      ,790,-23.28,29.13,Limpopo                     
1417568,Y,2 KNYSNA STREET             ,GEORGE                      ,                            ,GEORGE                      ,6529,-33.96,22.46,Western Cape                
1418661,Y,205 3RD AVENUE              ,GRASSY PARK                 ,                            ,GRASSY PARK                 ,7941,-34.04,18.49,Western Cape                
1419013,Y,96 KLEIN DRAKENSTEIN ROAD       ,HUGUENOT                    ,HUGUENOT            ,PAARL                       ,7646,-33.73,18.97,Western Cape                
1419013,Y,96 KLEINDRAKENSTEIN ROAD       ,HUGUENOT                    ,HUGUENOT            ,PAARL                       ,7646,-33.73,18.97,Western Cape                
1419110,Y,8 CROMWELL ROAD             ,MARKET SQUARE               ,EAST LONDON       ,EAST LONDON       ,5201,-33.01,27.90,Eastern Cape                
1419501,Y,101 UYS KRIGE DRIVE         ,SHOPPING CENTRE NO 6        ,PAROW                       ,PAROW                       ,7500,-33.90,18.60,Western Cape                
1419633,Y,21 PIET RETIEF STR          ,STRAND                      ,                            ,STRAND                      ,7140,-34.10,18.82,Western Cape                
1420593,Y,369 HALT ROAD               ,ELSIES RIVER                ,MATROOSFONTEIN              ,MATROOSFONTEIN              ,7490,-33.93,18.57,Western Cape                
1420763,Y,SHOPRITE CENTRE             ,MARKET STREET               ,RUSTENBURG                  ,RUSTENBURG                  ,299,-25.66,27.24,North West                  
1420771,Y,1 WARWICK STREET            ,ALIWAL NORTH                ,ALIWAL NORTH          ,ALIWAL NORTH                ,9750,-30.69,26.70,Eastern Cape                
1421352,Y,F74 ORIENTAL PLAZA          ,10 EXCELSIOR STREET         ,PIETERSBURG                 ,POLOKWANE                   ,699,-23.91,29.44,Limpopo                     
1421557,Y,38 OUDEHUIS STREET          ,SOMERSET WEST               ,SOMERSET WEST           ,SOMERSET WEST           ,7130,-34.08,18.85,Western Cape                
1421778,Y,GREENHILLS MEDIES SENTRUM   ,GREENHILLS LAAN and KENNET,RANDFONTEIN                 ,RANDFONTEIN                 ,1759,-26.16,27.67,Gauteng                     
1421948,Y,6 CHURCH STREET             ,WELLINGTON                  ,                            ,WELLINGTON                  ,7655,-33.64,19.00,Western Cape                
1422316,Y,3 MARK STREET               ,KRAAIFONTEIN                ,                            ,KRAAIFONTEIN                ,7570,-33.85,18.71,Western Cape                
1422731,Y,30 F CHURCH STREET          ,6 SECTION PLACE             ,HOPEFIELD                   ,HOPEFIELD                   ,7355,-33.06,18.34,Western Cape                
1422774,Y,10 BYRNE STREET             ,EMPANGENI                   ,                            ,EMPANGENI                   ,3880,-28.75,31.89,Kwazulu Natal               
1422782,Y,10 JUTTEN STREET            ,CNR SLEIGH and OOSTEWAL STREET,LANGEBAAN                   ,LANGEBAAN                   ,7357,-33.08,18.03,Western Cape                
1423266,Y,26 JAMES MOROKA AVENUE      ,POTCHEFSTROOM               ,                            ,POTCHEFSTROOM               ,2531,-26.70,27.09,North West                  
1423908,Y,1 BOND STREET               ,LONDON VILLAGE              ,MITCHELLS PLAIN             ,MITCHELLS PLAIN             ,7785,-34.05,18.67,Western Cape                
1424882,Y,152 RAATS DRIVE             ,TABLE VIEW                  ,MILNERTON                   ,MILNERTON                   ,7441,-33.84,18.51,Western Cape                
1424971,Y,4 PLUTO ROAD                ,SORREY ESTATE               ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1425129,Y,21 BAZLEY STREET            ,29 WOOLEY STREET            ,PORT SHEPSTONE              ,PORT SHEPSTONE              ,4240,-30.75,30.44,Kwazulu Natal               
1425609,Y,13-15TH AVENUE              ,GRASSY PARK                 ,                            ,GRASSY PARK                 ,7941,-34.04,18.49,Western Cape                
1425811,Y,SILVERTONDALE               ,PRETORIA                    ,SILVERTON                   ,PRETORIA                    ,184,-25.74,28.18,Gauteng                     
1426214,Y,14 SOMERSET STREET          ,GRAAFF-REINET               ,                            ,GRAAFF-REINET               ,6280,-32.25,24.53,Eastern Cape                
1426532,Y,124 VINCENT PALLOTTI        ,PINELANDS                   ,MAITLAND                    ,MAITLAND                    ,7405,-33.92,18.53,Western Cape                
1426613,Y,33 RUBENSTEIN STREET        ,ALBERTON                    ,ELSBURG                     ,ELSBURG                     ,1428,-26.24,28.20,Gauteng                     
1427210,Y,530 LANSDOWNE ROAD          ,LANSDOWNE                   ,                            ,LANSDOWNE                   ,7780,-33.99,18.49,Western Cape                
1427369,Y,2 BOOYSEN STREET            ,RIEBEEK KASTEEL             ,RIEBEEK-KASTEEL             ,RIEBEEK-KASTEEL             ,7307,-33.35,18.86,Western Cape                
1427571,Y,THE REDCROSS CENTRE         ,NCUMO ROAD                  ,MITCHELLS PLAIN             ,MITCHELLS PLAIN             ,7785,-34.05,18.67,Western Cape                
1428136,Y,3 ARGYLE ROAD               ,DENNEMERE                   ,KUILS RIVER          ,BLACKHEATH                  ,7580,-33.96,18.70,Western Cape                
1428349,Y,9 FARM ROAD                 ,RYLANDS EST                 ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1428489,Y,ROOM 104 AND 104 AND 105    ,1ST FLOOR RAWOOT SQUARE     ,GATESVILLE                  ,CAPE TOWN                   ,7764,-33.92,18.42,Western Cape                
1428780,Y,168 GREY STREET             ,WORCESTER                   ,                            ,WORCESTER                   ,6850,-33.64,19.44,Western Cape                
1428888,Y,ROOMS 18 and 19               ,HANOVER PARK CENTRE         ,LANSDOWNE                   ,HANOVER PARK                ,7780,-33.99,18.52,Western Cape                
1429027,Y,-                           ,CRAWFORD                    ,LANSDOWNE                   ,CRAWFORD                    ,7780,-33.97,18.50,Western Cape                
1429779,Y,5 PROTEA AVENUE             ,VELDDRIF                    ,                            ,VELDDRIF                    ,7365,-32.78,18.17,Western Cape                
142999,Y,99 PROREA ROAD              ,PROTEA HEIGHTS              ,BRACKENFELL                 ,BRACKENFELL                 ,7560,-33.87,18.69,Western Cape                
1430181,Y,2 OLIVIER STREET            ,OUDTSHOORN                  ,                            ,OUDTSHOORN                  ,6625,-33.59,22.20,Western Cape                
1430211,Y,CNR ARIES and KLIPFONTEIN ROAD,CNR ARIES and KLIPFONTEIN ROAD,GATESVILLE                  ,ATHLONE                     ,7764,-33.96,18.50,Western Cape                
1430440,Y,3 MOUTON STREET             ,UPINGTON                    ,                            ,UPINGTON                    ,8801,-28.45,21.23,Northern Cape               
1431099,Y,34 PORTER STREET            ,PORTERVILLE                 ,                            ,PORTERVILLE                 ,6810,-33.01,18.99,Western Cape                
1431641,Y,20 MYDRECHT STREET          ,STRAND                      ,                            ,STRAND                      ,7140,-34.10,18.82,Western Cape                
1431676,Y,ROOM 7 TOWN CENTRE          ,BLUE GUM STREET             ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1431706,Y,41 VICTORIA STREET          ,GEORGE                      ,                            ,GEORGE                      ,6529,-33.96,22.46,Western Cape                
1431846,Y,635 GOVAN MBEKI AVENUE      ,NORTH END                   ,PORT ELIZABETH              ,PORT ELIZABETH              ,6001,-33.96,25.62,Eastern Cape                
1432249,Y,79 BELGRAVIA ROAD           ,BELGRAVIA EST               ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1433008,Y,1 SMITH STREET              ,KING WILLIAMS TOWN         ,KING WILLIAMS TOWN         ,KING WILLIAMS TOWN         ,5601,-32.88,27.39,Eastern Cape                
1433156,Y,25 GOLF CIRCLE              ,ALPINE PARK                 ,MITCHELLS PLAIN             ,MITCHELLS PLAIN             ,7785,-34.05,18.67,Western Cape                
1433857,Y,9 OLD CAMELOT BUILDING      ,CNR ROBERTSON and ZIETSMAN ST ,MOSSEL BAY                  ,MOSSEL BAY                  ,6506,-34.18,22.13,Western Cape                
1434403,Y,19 1ST AVENUE               ,BOSTON EST                  ,BELLVILLE                   ,BELLVILLE                   ,7530,-33.88,18.66,Western Cape                
1434446,Y,4TH AVENUE and RETREAT ROA,RETREAT                     ,                            ,RETREAT                     ,7945,-34.05,18.47,Western Cape                
1434829,Y,MIMOSA MEDICAL CENTRE       ,201 BOOYSEN STREET          ,MOOT DEPOT                  ,MOOT DEPOT                  ,84,-25.72,28.18,Gauteng                     
1434861,Y,432 KLIPFONTEIN ROAD        ,SURREY EST                  ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1434926,Y,HAWKESBURY SURGERY          ,MAIN ROAD                   ,PLUMSTEAD                   ,PLUMSTEAD                   ,7800,-34.02,18.47,Western Cape                
143502,Y,LAGOON BREEZE 21            ,16 GORDON STREET            ,                            ,KNYSNA                      ,6570,-34.03,23.04,Western Cape                
1436236,Y,24 CARWELL ROAD             ,LANDSDOWNE                  ,LANSDOWNE                   ,LANDSDOWNE                  ,7780,-33.99,18.49,Western Cape                
1436376,Y,1 GROVE STREET              ,KUILSRIVER                  ,KUILS RIVER          ,KUILSRIVER                  ,7580,-33.92,18.68,Western Cape                
1436384,Y,2 SCHOOL ROAD               ,FOREST PARK                 ,CAPE TOWN           ,EERSTE RIVER                ,8001,-33.92,18.42,Western Cape                
1436457,Y,50 LANSDOWNE ROAD           ,NEW CROSS ROADS             ,MITCHELLS PLAIN             ,PHILIPPI                    ,7785,-34.01,18.60,Western Cape                
1436805,Y,SHOP 46 B  2ND LEVEL        ,GOLDEN ACRE BUILDING        ,CAPE TOWN           ,CAPE TOWN                   ,8001,-33.92,18.42,Western Cape                
1437003,Y,102A DE VILLIERS DRIVE      ,DURBANVILLE                 ,GATESVILLE                  ,GATESVILLE                  ,7764,-33.97,18.53,Western Cape                
1437178,Y,SHOP 126 OUTSIDE ENTRANCE 6 ,TYGERVALLEY CENTRE          ,TYGER VALLEY        ,BELLVILLE                   ,7536,-33.88,18.66,Western Cape                
1437208,Y,SHOP 29                     ,PAARL EAST SHOPPING CENTRE  ,HUGUENOT            ,PAARL                       ,7646,-33.73,18.97,Western Cape                
143774,Y,LOT 19                      ,FLINT STREET                ,                            ,NQUTU                       ,3135,-28.20,30.66,Kwazulu Natal               
1438166,Y,BEDDSYDE MANOR              ,43 LIPKIN ROAD              ,GOODWOOD                    ,GOODWOOD                    ,7460,-33.91,18.55,Western Cape                
1438352,Y,472 HALT ROAD               ,ELSIES RIVER                ,MATROOSFONTEIN              ,MATROOSFONTEIN              ,7490,-33.93,18.57,Western Cape                
1439014,Y,27 10TH STREET              ,MENLO PARK                  ,                            ,MENLO PARK                  ,81,-25.76,28.25,Gauteng                     
1439766,Y,ATLANTIS THERAPY CENTRE     ,CNR MARK STREET and WESTFLEUR ,DASSENBERG                  ,ATLANTIS                    ,7349,-33.56,18.48,Western Cape                
1439839,Y,30 NEWCASTLE ROAD           ,DANNHAUSER                  ,                            ,LADYSMITH                   ,3370,-28.56,29.79,Kwazulu Natal               
1440217,Y,122 DUXBURG ROAD            ,HILLCREST                   ,WATERKLOOF                  ,WATERKLOOF                  ,181,-25.74,28.18,Gauteng                     
1440314,Y,1 MEYER STREET              ,GEORGE                      ,                            ,GEORGE                      ,6529,-33.96,22.46,Western Cape                
1440330,Y,CNR CHURCH and NEW STREET     ,COLESBERG                   ,                            ,COLESBERG                   ,9795,-30.72,25.09,Northern Cape               
144037,Y,16 CALEDON STREET           ,VINEYARD CENTRE             ,SOMERSET WEST           ,SOMERSET WEST               ,7130,-34.07,18.84,Western Cape                
1441191,Y,4948 CONSTANTIA             ,MAOKENG                     ,EERSTE RIVER         ,EERSTE RIVER         ,7100,-34.01,18.72,Western Cape                
1441426,Y,1 ORCHESTRA STREET          ,STEENBERG                   ,RETREAT                     ,RETREAT                     ,7945,-34.05,18.47,Western Cape                
1442031,Y,337 FOUNTAIN ROAD           ,MATROOSFONTEIN              ,                            ,MATROOSFONTEIN              ,7490,-33.93,18.57,Western Cape                
1442171,Y,1312 NU.6                   ,QUMZA HIGHWAY               ,MDANTSANE                   ,MDANTSANE                   ,5219,-32.94,27.76,Eastern Cape                
1442457,Y,110 KLIPFONTEIN ROAD        ,GATESVILLE CENTRE           ,GATESVILLE                  ,CAPE TOWN                   ,7764,-33.92,18.42,Western Cape                
1442473,Y,86 RETREAT ROAD             ,86 RETREAT ROAD CNR 11TH AVE,RETREAT                     ,RETREAT                     ,7945,-34.05,18.47,Western Cape                
1442635,Y,55 MAIN ROAD                ,GANSBAAI                    ,BRITS                       ,GANSBAAI                    ,250,-25.62,27.78,North West                  
1442694,Y,35 MAIN ROAD                ,KLEINMOND                   ,                            ,KLEINMOND                   ,7195,-34.33,19.03,Western Cape                
1442767,Y,20 MCNAB DRIVE              ,ALICE                       ,                            ,ALICE                       ,5700,-32.79,26.83,Eastern Cape                
1443046,Y,27 BARNARD STREET           ,GANSBAAI                    ,GANS BAY              ,GANSBAAI                    ,7220,-34.58,19.34,Western Cape                
144339,Y,62 CAMPBELL STREET          ,PORT ALFRED                 ,                            ,PORT ALFRED                 ,6170,-33.59,26.88,Eastern Cape                
1443437,Y,4 C GOODWOOD MALL           ,MCDONALD STREET             ,GOODWOOD                    ,GOODWOOD                    ,7460,-33.91,18.55,Western Cape                
144355,Y,HOUSE 378B                  ,LULEKANI TOWNSHIP           ,                            ,PHALABORWA                  ,1390,-23.94,31.13,Limpopo                     
1443593,Y,1 SONSKYN STREET            ,PRINCE ALBERT               ,MILNERTON                   ,MILNERTON                   ,7441,-33.84,18.51,Western Cape                
144371,Y,1 PALLOTTI ROAD             ,MONTANA                     ,                            ,TYGER VALLEY        ,7536,-33.86,18.66,Western Cape                
1443887,Y,1 SONSKYNSTRAAT             ,PRINCE ALBERT               ,                            ,PRINCE ALBERT  ,6930,-33.20,22.02,Western Cape                
1443917,Y,48 PAARDEBERG CRESCENT      ,EXTENTION 19                ,BELLVILLE                   ,BELHAR                      ,7530,-33.94,18.63,Western Cape                
1444077,Y,176 DENNEGEUR AVENUE        ,CAPE TOWN                   ,MITCHELLS PLAIN            ,CAPE TOWN                   ,7798,-33.92,18.42,Western Cape                
1445146,Y,96 KLIP ROAD                ,GRASSY PARK                 ,                            ,GRASSY PARK                 ,7941,-34.04,18.49,Western Cape                
1445286,Y,23 BARON VAN REEDE STREET   ,OUDTSHOORN                  ,                            ,OUDTSHOORN                  ,6625,-33.59,22.20,Western Cape                
1445715,Y,23 STATION ROAD             ,LUTZVILLE                   ,                            ,LUTZVILLE                   ,8165,-31.55,18.34,Western Cape                
1445952,Y,SUITE 5                     ,HERMANUS MEDICAL CENTRE     ,HERMANUS                    ,HERMANUS                    ,7200,-34.41,19.23,Western Cape                
1446266,Y,145 10TH AVENUE             ,KENSINGTON                  ,MAITLAND                    ,KENSINGTON                  ,7405,-33.91,18.50,Western Cape                
